Keys,Values
Tên TCPH:,"
Công ty cổ phần Nông nghiệp BAF Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nông nghiệp BAF Việt Nam
Mã chứng khoán:,BAF
Mã ISIN:,VN000000BAF1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 36/2021/GCNCP-VSD do VSD cấp lần đầu ngày 27/09/2021
Tổng số chứng khoán đăng ký:,78.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,780.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
